1.25529	19.6515	1.07934	7.77273
0.913041	25.5758	1.0517	8.31818
0.872991	28.4697	1.01645	9.90909
0.830801	32.8333	0.985796	12.6364
0.805348	33.8636	0.950347	16.6364
0.776617	37.1364	0.929246	18.4091
0.754144	39.9394	0.899883	21.6818
0.735203	42.3485	0.878155	22.5909
0.712707	44.8939	0.859459	24.8636
0.697317	46.7121	0.836975	26.4545
0.682623	48.3333	0.82072	27.6818
0.671151	50.0455	0.818503	29.0455
0.665003	50.6818	0.797952	29.2727
0.65165	51.7576	0.794483	29.1364
0.646083	52.5758	0.771324	31.7727
0.632542	53.8788	0.751724	34.2727
0.621888	55.3333	0.738544	35
0.611982	56.8485	0.728221	35.2273
0.602627	58.2879	0.718394	37.2727
0.596667	59.5	0.71268	37.8636
0.593095	59.9848	0.698569	40.4545
0.583408	61.4848	0.690555	40.6818
0.57764	62	0.680464	42.1818
0.570285	62.9545	0.673203	43.0909
0.564402	63.803	0.664982	44.7273
0.559841	64.3636	0.656898	46.0455
0.552416	65.3788	0.651424	46.4091
0.548171	65.5455	0.641599	48.3636
0.543513	66.3636	0.634211	48.6364
0.531729	68.7727	0.633637	48.6364
0.534706	67.6212	0.623941	50.2273
0.529473	68.7879	0.617185	51.1364
0.523778	69.6667	0.610393	51.8636
0.519221	70.3182	0.604605	52.5
0.514739	71.1364	0.598316	53.5909
0.508318	71.7727	0.593751	53
0.505179	71.8939	0.586558	55
0.501447	72.1364	0.58022	55.9091
0.497324	72.8333	0.574903	56.9091
0.492704	73.6818	0.57319	57.1818
0.49038	73.5455	0.566268	58.3182
0.486279	74.2121	0.560865	59.4091
0.481757	74.7879	0.557589	59.6364
0.480986	74.697	0.551226	60.6818
0.477819	75.3939	0.549356	60.2727
0.473112	75.7273	0.548054	60.3182
0.470297	75.9091	0.542123	60.8182
0.46757	76.2121	0.540405	60.8636
0.464049	76.3939	0.532489	62.5
0.458548	76.8939	0.536744	60.7727
0.459812	76.4242	0.526655	62.7727
0.455998	76.9394	0.525728	63.5
0.453637	77.4394	0.519566	65.0455
0.449178	77.7727	0.515654	65.3636
0.446084	77.803	0.509666	66.1818
0.441623	78.1818	0.524879	63.1818
0.448345	77.3939	0.51367	65.7273
0.442781	77.8333	0.507401	66.4091
0.437608	78.5	0.500125	67.0909
0.435523	79.0758	0.493626	68.6818
0.433016	78.9697	0.489985	68.7273
0.426315	79.7879	0.493491	68.6364
0.428136	79.4697	0.486956	69.2727
0.424731	79.7879	0.487005	68.4545
0.422239	80.4697	0.480275	70.3182
0.415531	80.8788	0.488683	68.3636
0.422963	80.5303	0.479166	69.4545
0.417819	81.1061	0.473119	69.9091
0.412623	81.4091	0.469449	70.2727
0.409774	81.4242	0.465538	70.5455
0.409165	81.4091	0.465284	70.1364
0.406785	81.7576	0.47127	68
0.406333	81.3788	0.459844	71.5
0.401978	82.1061	0.457074	71.7727
0.396519	82.5	0.469068	68.2273
0.400815	81.6061	0.456849	70.5455
0.396623	82.3333	0.456754	70.2727
0.395142	82.5758	0.458228	69.9091
0.394627	82.6061	0.454035	70.5455
0.391799	82.8333	0.447012	71.4091
0.38953	82.8485	0.44564	71.5455
0.386982	83.3636	0.437091	73.8636
0.384946	83.4697	0.436694	74.2273
0.382952	83.7273	0.439779	72.5909
0.380454	84.197	0.43616	73.1818
0.378678	84.3636	0.434382	73
0.377025	84.5606	0.434577	73.5909
0.377724	83.9848	0.430938	74.2273
0.37492	84.4545	0.427745	74.7727
0.372867	84.3636	0.423535	74.8182
0.370762	84.6667	0.422344	74.8182
0.368625	84.8182	0.420189	74.9091
0.36712	84.803	0.417254	75.3182
0.363	85.1364	0.423341	73.7727
0.363985	85.0303	0.425257	72.8636
0.36487	84.7121	0.417063	74.1364
0.366756	84.4091	0.47237	67.9545
0.395738	82.0152	0.447486	72.8182
0.383623	84.2727	0.439038	74.6818
0.381934	84.1061	0.434021	75.1818
0.379497	84.3485	0.429117	75.8636
